,Cliente,UF,Ano da Operação,Valor da Operação em R$,Valor Desembolsado em Reais,Setor CNAE,Subsetor CNAE Agrupado,Porte do cliente,Natureza,Instituição Financeira Credenciada
3028,MASTER SISTEMAS AUTOMOTIVOS LTDA, RS,2007-01-01,12286800,12286800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
3029,DAY BRASIL S/A, SP,2007-01-01,406660,393060.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
3030,DAY BRASIL S/A, SP,2007-01-01,1626640,1626640.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
3031,AMSTED-MAXION FUNDICAO E EQUIPAMENTOS FERROVIARIOS S/A, SP,2007-01-01,20333000,20333000.0,INDUSTRIA DE TRANSFORMAÇÃO,Outros equip transporte,GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
3032,MAHLE BEHR GERENCIAMENTO TERMICO BRASIL LTDA, SP,2007-01-01,20236000,20236000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
3033,MASIPACK INDUSTRIA E COMERCIO DE MAQUINAS AUTOMATICAS S, SP,2007-01-01,4056400,4056400.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO DO BRASIL SA
3034,LG ELECTRONICS DO BRASIL LTDA, SP,2007-01-01,16184658,16184658.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
3035,WEG EXPORTADORA S/A, SC,2007-01-01,24277200,24277200.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
3036,LG ELECTRONICS DO BRASIL LTDA, SP,2007-01-01,16272000,16272000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,BANCO DO BRASIL SA
3037,"CNH INDUSTRIAL BRASIL LTDA,", MG,2007-01-01,10170000,10170000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO PINE S/A
3038,USINA ACUCAREIRA ESTER S A, SP,2007-01-01,406800,404340.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
3039,USINA ACUCAREIRA ESTER S A, SP,2007-01-01,1627200,1627200.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
3040,MARCOPOLO SA, RS,2007-01-01,15273750,15273750.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
3041,"C,VALE - COOPERATIVA AGROINDUSTRIAL", PR,2007-01-01,1215720,1195320.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
3042,"C,VALE - COOPERATIVA AGROINDUSTRIAL", PR,2007-01-01,4862880,4862880.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
3043,FORD MOTOR COMPANY BRASIL LTDA, SP,2007-01-01,10131000,10131000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,"
3044,MM MONTEIRO PESCA E EXPORTACAO LTDA, CE,2007-01-01,800000,800000.0,AGROPECUÁRIA E PESCA,Agropecuária,MÉDIA,PRIVADA,SOLUTO II PARTICIPACOES S/A - EM LIQUIDACAO ORDINARIA E
3045,INDUSTRIA DE CALCADOS WEST COAST LTDA, RS,2007-01-01,2029000,2029000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO SOFISA S,A,"
3046,"BRIDGESTONE DO BRASIL INDUSTRIA E COMERCIO LTDA,", SP,2007-01-01,12141600,11428200.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
3047,"BRIDGESTONE DO BRASIL INDUSTRIA E COMERCIO LTDA,", SP,2007-01-01,48566400,48566400.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
3048,INDUSTRIA DE CALCADOS WEST COAST LTDA, RS,2007-01-01,1016050,1016050.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
3049,"VULCABRAS AZALEIA-RS,CALCADOS E ARTIGOS ESPORTIVOS S/A", RS,2007-01-01,9152550,9152550.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
3050,RANDON SA IMPLEMENTOS E PARTICIPACOES, RS,2007-01-01,3035850,2947950.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
3051,RANDON SA IMPLEMENTOS E PARTICIPACOES, RS,2007-01-01,12143400,12143400.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
3052,CIBER EQUIPAMENTOS RODOVIARIOS LTDA, RS,2007-01-01,2030900,2030900.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
3053,CURTIDORA ITAUNA LTDA, MG,2007-01-01,1015450,1015450.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
3054,TRAMONTINA SA CUTELARIA, RS,2007-01-01,2988300,2909250.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,BANCO DO BRASIL SA
3055,TRAMONTINA SA CUTELARIA, RS,2007-01-01,11953200,11953200.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,BANCO DO BRASIL SA
3056,SAB COMPANY LOGISTICA INTEGRADA S/A, ES,2007-01-01,3800000,3800000.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S/A
3057,WEG EQUIPAMENTOS ELETRICOS S/A, RS,2007-01-01,5875800,5875800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
3058,"VULCABRAS AZALEIA - CE, CALCADOS E ARTIGOS ESPORTIVOS S", CE,2007-01-01,19573000,19573000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,BANCO CITIBANK S A
3059,MARCOPOLO SA, RS,2007-01-01,14679750,14679750.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
3060,CIBER EQUIPAMENTOS RODOVIARIOS LTDA, RS,2007-01-01,1374100,1374100.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO DO BRASIL SA
3061,"JUMIL-JUSTINO DE MORAIS, IRMAOS S/A", SP,2007-01-01,2944500,2944500.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
3062,CIBER EQUIPAMENTOS RODOVIARIOS LTDA, RS,2007-01-01,1943500,1943500.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
3063,WEG EXPORTADORA S/A, SC,2007-01-01,23322000,23322000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,BANCO DO BRASIL SA
3064,TRAMONTINA SA CUTELARIA, RS,2007-01-01,2000000,1963831.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
3065,TRAMONTINA SA CUTELARIA, RS,2007-01-01,8000000,8000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
3066,"DUROLINE S,A,", RS,2007-01-01,1948900,1948900.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",MÉDIA,PRIVADA,"BANCO BRADESCO S,A,"
3067,PRENSAS SCHULER S A, SP,2007-01-01,7762935,7762935.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
3068,LINHAS BONFIO S/A, SP,2007-01-01,500000,500000.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,MÉDIA,PRIVADA,"BANCO FIBRA S,A,"
3069,ELEB EQUIPAMENTOS LTDA, SP,2007-01-01,13664000,13664000.0,INDUSTRIA DE TRANSFORMAÇÃO,Outros equip transporte,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
3070,TRAMONTINA SA CUTELARIA, RS,2007-01-01,1946800,1915700.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
3071,TRAMONTINA SA CUTELARIA, RS,2007-01-01,7787200,7787200.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
3072,SEARA COMERCIO DE ALIMENTOS LTDA, SC,2007-01-01,778720,739720.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
3073,SEARA COMERCIO DE ALIMENTOS LTDA, SC,2007-01-01,3114880,3114880.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
3074,CATERPILLAR BRASIL LTDA, SP,2007-01-01,19289000,19289000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO MIZUHO DO BRASIL S,A,"
3075,"FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA,", MG,2007-01-01,47640000,47640000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO DO BRASIL SA
3076,"FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA,", MG,2007-01-01,47640000,47640000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
3077,LAMINOR S/A, RN,2007-01-01,576450,568410.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,BANCO DO BRASIL SA
3078,LAMINOR S/A, RN,2007-01-01,2305800,2305800.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,BANCO DO BRASIL SA
3079,"EMBRAER S,A,", SP,2007-01-01,484875000,484875000.0,INDUSTRIA DE TRANSFORMAÇÃO,Outros equip transporte,GRANDE,PRIVADA,BANCO DO BRASIL SA
3080,"EMBRAER S,A,", SP,2007-01-01,193950000,193950000.0,INDUSTRIA DE TRANSFORMAÇÃO,Outros equip transporte,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
3081,"EMBRAER S,A,", SP,2007-01-01,290925000,290925000.0,INDUSTRIA DE TRANSFORMAÇÃO,Outros equip transporte,GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
3082,INDUSTRIA DE CALCADOS WEST COAST LTDA, RS,2007-01-01,981900,981900.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
3083,ARANTES ALIMENTOS LTDA, SP,2007-01-01,400000,401627.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO FIBRA S,A,"
3084,ARANTES ALIMENTOS LTDA, SP,2007-01-01,1600000,1600000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO FIBRA S,A,"
3085,"GDC ALIMENTOS S,A", SC,2007-01-01,582600,584970.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO DO BRASIL SA
3086,"GDC ALIMENTOS S,A", SC,2007-01-01,2330400,2330400.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO DO BRASIL SA
3087,"GDC ALIMENTOS S,A", SC,2007-01-01,582600,584970.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO DO BRASIL SA
3088,"GDC ALIMENTOS S,A", SC,2007-01-01,2330400,2330400.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO DO BRASIL SA
3089,"CNH INDUSTRIAL BRASIL LTDA,", MG,2007-01-01,38884000,38884000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
3090,"FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA,", MG,2007-01-01,38884000,38884000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
3091,"FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA,", MG,2007-01-01,38884000,38884000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,"
3092,"FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA,", MG,2007-01-01,97210000,97210000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO DO BRASIL SA
3093,ARANTES ALIMENTOS LTDA, SP,2007-01-01,400000,408420.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO FIBRA S,A,"
3094,ARANTES ALIMENTOS LTDA, SP,2007-01-01,1600000,1600000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO FIBRA S,A,"
3095,WEG EXPORTADORA S/A, SC,2007-01-01,22916400,22916400.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
3096,ARANTES ALIMENTOS LTDA, SP,2007-01-01,575940,611280.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO CREFISA S,A,"
3097,ARANTES ALIMENTOS LTDA, SP,2007-01-01,2303760,2303760.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO CREFISA S,A,"
3098,CIBER EQUIPAMENTOS RODOVIARIOS LTDA, RS,2007-01-01,1919800,1919800.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
3099,IBEMA COMPANHIA BRASILEIRA DE PAPEL, PR,2007-01-01,599746,576316.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"BRKB DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S,A"
3100,IBEMA COMPANHIA BRASILEIRA DE PAPEL, PR,2007-01-01,2398982,2398982.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"BRKB DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S,A"
3101,MARCOPOLO SA, RS,2007-01-01,11518200,11518200.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA
3102,TRAMONTINA FARROUPILHA SA INDUSTRIA METALURGICA, RS,2007-01-01,345546,335178.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,BANCO DO BRASIL SA
3103,TRAMONTINA FARROUPILHA SA INDUSTRIA METALURGICA, RS,2007-01-01,1382184,1382184.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,BANCO DO BRASIL SA
3104,LG ELECTRONICS DO BRASIL LTDA, SP,2007-01-01,15503200,15503200.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
3105,"FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA,", MG,2007-01-01,19488000,19488000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
3106,GENERAL MOTORS DO BRASIL LTDA, SP,2007-01-01,292485000,292485000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA
3107,GENERAL MOTORS DO BRASIL LTDA, SP,2007-01-01,204739500,204739500.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
3108,GENERAL MOTORS DO BRASIL LTDA, SP,2007-01-01,29248500,29248500.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
3109,GENERAL MOTORS DO BRASIL LTDA, SP,2007-01-01,58497000,58497000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,"
3110,TREBOLL MOVEIS LTDA, RS,2007-01-01,2876400,2876400.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,MÉDIA,PRIVADA,"BADESUL DESENVOLVIMENTO S,A, - AGENCIA DE FOMENTO/RS"
3111,TINTO HOLDING LTDA, SP,2007-01-01,9578500,10086500.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,BANCO SUMITOMO MITSUI BRASILEIRO S A
3112,TINTO HOLDING LTDA, SP,2007-01-01,38314000,38314000.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,BANCO SUMITOMO MITSUI BRASILEIRO S A
3113,PRENSAS SCHULER S A, SP,2007-01-01,9003790,9003790.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
3114,PRENSAS SCHULER S A, SP,2007-01-01,9516500,9516500.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
3115,PRENSAS SCHULER S A, SP,2007-01-01,5292000,5292000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
3116,DAY BRASIL S/A, SP,2007-01-01,750680,764240.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
3117,DAY BRASIL S/A, SP,2007-01-01,3002720,3002720.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
3118,"CNH INDUSTRIAL BRASIL LTDA,", MG,2007-01-01,18684000,18684000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
3119,PRENSAS SCHULER S A, SP,2007-01-01,8407800,8407800.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO CITIBANK S A
3120,"C,VALE - COOPERATIVA AGROINDUSTRIAL", PR,2007-01-01,1121040,1151460.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
3121,"C,VALE - COOPERATIVA AGROINDUSTRIAL", PR,2007-01-01,4484160,4484160.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
3122,MARCOPOLO SA, RS,2007-01-01,11165400,11165400.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
3123,LATINA ELETRODOMESTICOS S/A, SP,2007-01-01,289162,292172.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO SOFISA S,A,"
3124,LATINA ELETRODOMESTICOS S/A, SP,2007-01-01,1156646,1156646.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO SOFISA S,A,"
3125,LATINA ELETRODOMESTICOS S/A, SP,2007-01-01,407792,407792.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO SOFISA S,A,"
3126,FICAP S/A, RJ,2007-01-01,1972236,2025236.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO DO BRASIL SA
3127,FICAP S/A, RJ,2007-01-01,7888944,7888944.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO DO BRASIL SA
3128,"METALFRIO SOLUTIONS S,A,", SP,2007-01-01,5581800,5581800.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
3129,CIBER EQUIPAMENTOS RODOVIARIOS LTDA, RS,2007-01-01,1852500,1852500.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO CITIBANK S A
3130,CATERPILLAR BRASIL LTDA, SP,2007-01-01,109993700,109993700.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,BANCO DO BRASIL SA
3131,"CNH INDUSTRIAL BRASIL LTDA,", MG,2007-01-01,38138000,38138000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
3132,HUSQVARNA DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS PA, SP,2007-01-01,18856000,18856000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO CITIBANK S A
3133,LG ELECTRONICS DO BRASIL LTDA, SP,2007-01-01,15284800,15284800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
3134,FRS S/A AGRO AVICOLA INDUSTRIAL, RS,2007-01-01,382120,391820.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO FIBRA S,A,"
3135,FRS S/A AGRO AVICOLA INDUSTRIAL, RS,2007-01-01,1528480,1528480.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO FIBRA S,A,"
3136,WEG EXPORTADORA S/A, SC,2007-01-01,22927200,22927200.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,BANCO DO BRASIL SA
3137,"AREZZO INDUSTRIA E COMERCIO S,A,", RS,2007-01-01,5000082,5000082.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
3138,IFC INTERNATIONAL FOOD COMPANY INDUSTRIA DE ALIMENTOS S, SP,2007-01-01,199586,185068.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO CREFISA S,A,"
3139,IFC INTERNATIONAL FOOD COMPANY INDUSTRIA DE ALIMENTOS S, SP,2007-01-01,798346,798346.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO CREFISA S,A,"
3140,ELEB EQUIPAMENTOS LTDA, SP,2007-01-01,5757300,5757300.0,INDUSTRIA DE TRANSFORMAÇÃO,Outros equip transporte,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
3141,MAXCAP INDUSTRIA E COMERCIO LTDA, SP,2007-01-01,136850,136850.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",PEQUENA,PRIVADA,"BANCO BRADESCO S,A,"
3142,INDUSTRIA E COMERCIO DE COSMETICOS NATURA LTDA, SP,2007-01-01,14076000,13418640.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,BANCO DO BRASIL SA
3143,INDUSTRIA E COMERCIO DE COSMETICOS NATURA LTDA, SP,2007-01-01,56304000,56304000.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,BANCO DO BRASIL SA
3144,"MASSIMA REVESTIMENTOS CERAMICOS LTDA,", SC,2007-01-01,200000,188285.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,SOLUTO II PARTICIPACOES S/A - EM LIQUIDACAO ORDINARIA E
3145,"MASSIMA REVESTIMENTOS CERAMICOS LTDA,", SC,2007-01-01,800000,800000.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,SOLUTO II PARTICIPACOES S/A - EM LIQUIDACAO ORDINARIA E
3146,DAY BRASIL S/A, SP,2007-01-01,400860,396980.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO FIBRA S,A,"
3147,DAY BRASIL S/A, SP,2007-01-01,1603440,1603440.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO FIBRA S,A,"
3148,"DUROLINE S,A,", RS,2007-01-01,1056200,1056200.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",MÉDIA,PRIVADA,"BANCO VOTORANTIM S,A,"
3149,"BRIDGESTONE DO BRASIL INDUSTRIA E COMERCIO LTDA,", SP,2007-01-01,12674400,10752000.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
3150,"BRIDGESTONE DO BRASIL INDUSTRIA E COMERCIO LTDA,", SP,2007-01-01,50697600,50697600.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
3151,TECUMSEH DO BRASIL LTDA, SP,2007-01-01,422480,379200.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO FIBRA S,A,"
