Cliente,UF,Ano,Valor da Operação em R$,Valor Desembolsado em Reais,Setor CNAE,Subsetor CNAE Agrupado,Porte do cliente,Natureza,Instituição Financeira Credenciada,Contribuição do UF ao PIB Nacional (%),Proporção do Valor Setorial ao PIB do UF
LOUIS DREYFUS COMPANY BRASIL S/A,São Paulo,2007,11961600,11961600.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3439568883059791,0.0459161228049906
MARCOPOLO SA,Rio Grande do Sul,2007,15672000,15672000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0617623204176778,0.2557087657373601
"TDK ELECTRONICS DO BRASIL LTDA,",Rio Grande do Sul,2007,2003328,2014368.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0617623204176778,0.2557087657373601
"TDK ELECTRONICS DO BRASIL LTDA,",Rio Grande do Sul,2007,8013312,8013312.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0617623204176778,0.2557087657373601
TRAMONTINA FARROUPILHA SA INDUSTRIA METALURGICA,Rio Grande do Sul,2007,345546,335178.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.0617623204176778,0.2557087657373601
TRAMONTINA FARROUPILHA SA INDUSTRIA METALURGICA,Rio Grande do Sul,2007,1382184,1382184.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.0617623204176778,0.2557087657373601
TREBOLL MOVEIS LTDA,Rio Grande do Sul,2007,2876400,2876400.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,MÉDIA,PRIVADA,"BADESUL DESENVOLVIMENTO S,A, - AGENCIA DE FOMENTO/RS",0.0617623204176778,0.2557087657373601
MARCOPOLO SA,Rio Grande do Sul,2007,11165400,11165400.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0617623204176778,0.2557087657373601
CIBER EQUIPAMENTOS RODOVIARIOS LTDA,Rio Grande do Sul,2007,1852500,1852500.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO CITIBANK S A,0.0617623204176778,0.2557087657373601
FRS S/A AGRO AVICOLA INDUSTRIAL,Rio Grande do Sul,2007,382120,391820.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO FIBRA S,A,",0.0617623204176778,0.2557087657373601
FRS S/A AGRO AVICOLA INDUSTRIAL,Rio Grande do Sul,2007,1528480,1528480.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO FIBRA S,A,",0.0617623204176778,0.2557087657373601
"AREZZO INDUSTRIA E COMERCIO S,A,",Rio Grande do Sul,2007,5000082,5000082.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.0617623204176778,0.2557087657373601
"DUROLINE S,A,",Rio Grande do Sul,2007,1056200,1056200.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",MÉDIA,PRIVADA,"BANCO VOTORANTIM S,A,",0.0617623204176778,0.2557087657373601
PAQUETA CALCADOS LTDA,Rio Grande do Sul,2007,4224800,4224800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.0617623204176778,0.2557087657373601
MARCOPOLO SA,Rio Grande do Sul,2007,12231000,12231000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.0617623204176778,0.2557087657373601
CIBER EQUIPAMENTOS RODOVIARIOS LTDA,Rio Grande do Sul,2007,2017300,2017300.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.0617623204176778,0.2557087657373601
MARCOPOLO SA,Rio Grande do Sul,2007,11518200,11518200.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.0617623204176778,0.2557087657373601
CIBER EQUIPAMENTOS RODOVIARIOS LTDA,Rio Grande do Sul,2007,1903100,1903100.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.0617623204176778,0.2557087657373601
"TDK ELECTRONICS DO BRASIL LTDA,",Rio Grande do Sul,2007,26091800,26091800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,BANCO CITIBANK S A,0.0617623204176778,0.2557087657373601
VENAX ELETRODOMESTICOS LTDA,Rio Grande do Sul,2007,1408528,1408528.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",MÉDIA,PRIVADA,BANCO DO ESTADO DO RIO GRANDE DO SUL SA,0.0617623204176778,0.2557087657373601
CIBER EQUIPAMENTOS RODOVIARIOS LTDA,Rio Grande do Sul,2007,3310020,3310020.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.0617623204176778,0.2557087657373601
CIBER EQUIPAMENTOS RODOVIARIOS LTDA,Rio Grande do Sul,2007,1828400,1828400.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.0617623204176778,0.2557087657373601
STEMAC SA GRUPOS GERADORES EM RECUPERACAO JUDICIAL,Rio Grande do Sul,2007,2477482,2477482.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO ABC BRASIL S,A,",0.0617623204176778,0.2557087657373601
STEMAC SA GRUPOS GERADORES EM RECUPERACAO JUDICIAL,Rio Grande do Sul,2007,4653278,4653278.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO CREFISA S,A,",0.0617623204176778,0.2557087657373601
GUERRA S/A IMPLEMENTOS RODOVIARIOS,Rio Grande do Sul,2007,994290,994290.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.0617623204176778,0.2557087657373601
MARCOPOLO SA,Rio Grande do Sul,2007,10945200,10945200.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0617623204176778,0.2557087657373601
MARCOPOLO SA,Rio Grande do Sul,2007,10719600,10719600.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.0617623204176778,0.2557087657373601
"STIHL FERRAMENTAS MOTORIZADAS LTDA,",Rio Grande do Sul,2007,18501000,18501000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.0617623204176778,0.2557087657373601
PAQUETA CALCADOS LTDA,Rio Grande do Sul,2007,8944000,8944000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.0617623204176778,0.2557087657373601
BERTOLINI S/A,Rio Grande do Sul,2007,5387700,5387700.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos diversos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0617623204176778,0.2557087657373601
MARCOPOLO SA,Rio Grande do Sul,2007,11418600,11418600.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.0617623204176778,0.2557087657373601
CIBER EQUIPAMENTOS RODOVIARIOS LTDA,Rio Grande do Sul,2007,1919800,1919800.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0617623204176778,0.2557087657373601
INDUSTRIA DE CALCADOS WEST COAST LTDA,Rio Grande do Sul,2007,981900,981900.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.0617623204176778,0.2557087657373601
TRAMONTINA SA CUTELARIA,Rio Grande do Sul,2007,7787200,7787200.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0617623204176778,0.2557087657373601
CIBER EQUIPAMENTOS RODOVIARIOS LTDA,Rio Grande do Sul,2007,1669440,1669440.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0617623204176778,0.2557087657373601
CIBER EQUIPAMENTOS RODOVIARIOS LTDA,Rio Grande do Sul,2007,2126000,2126000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO CITIBANK S A,0.0617623204176778,0.2557087657373601
CIBER EQUIPAMENTOS RODOVIARIOS LTDA,Rio Grande do Sul,2007,1056050,1056050.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.0617623204176778,0.2557087657373601
CIBER EQUIPAMENTOS RODOVIARIOS LTDA,Rio Grande do Sul,2007,2112100,2112100.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0617623204176778,0.2557087657373601
GENERAL MOTORS DO BRASIL LTDA,São Paulo,2007,58497000,58497000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.3439568883059791,0.0459161228049906
FRAS-LE SA,Rio Grande do Sul,2007,6237600,5976600.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0617623204176778,0.2557087657373601
FRAS-LE SA,Rio Grande do Sul,2007,24950400,24950400.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0617623204176778,0.2557087657373601
RANDON SA IMPLEMENTOS E PARTICIPACOES,Rio Grande do Sul,2007,61434000,61434000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0617623204176778,0.2557087657373601
MASTER SISTEMAS AUTOMOTIVOS LTDA,Rio Grande do Sul,2007,3071700,2988300.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0617623204176778,0.2557087657373601
MASTER SISTEMAS AUTOMOTIVOS LTDA,Rio Grande do Sul,2007,12286800,12286800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0617623204176778,0.2557087657373601
MARCOPOLO SA,Rio Grande do Sul,2007,15273750,15273750.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.0617623204176778,0.2557087657373601
INDUSTRIA DE CALCADOS WEST COAST LTDA,Rio Grande do Sul,2007,2029000,2029000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO SOFISA S,A,",0.0617623204176778,0.2557087657373601
INDUSTRIA DE CALCADOS WEST COAST LTDA,Rio Grande do Sul,2007,1016050,1016050.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.0617623204176778,0.2557087657373601
"VULCABRAS AZALEIA-RS,CALCADOS E ARTIGOS ESPORTIVOS S/A",Rio Grande do Sul,2007,9152550,9152550.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0617623204176778,0.2557087657373601
RANDON SA IMPLEMENTOS E PARTICIPACOES,Rio Grande do Sul,2007,3035850,2947950.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0617623204176778,0.2557087657373601
RANDON SA IMPLEMENTOS E PARTICIPACOES,Rio Grande do Sul,2007,12143400,12143400.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0617623204176778,0.2557087657373601
CIBER EQUIPAMENTOS RODOVIARIOS LTDA,Rio Grande do Sul,2007,2030900,2030900.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.0617623204176778,0.2557087657373601
TRAMONTINA SA CUTELARIA,Rio Grande do Sul,2007,2988300,2909250.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.0617623204176778,0.2557087657373601
TRAMONTINA SA CUTELARIA,Rio Grande do Sul,2007,11953200,11953200.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.0617623204176778,0.2557087657373601
WEG EQUIPAMENTOS ELETRICOS S/A,Rio Grande do Sul,2007,5875800,5875800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0617623204176778,0.2557087657373601
MARCOPOLO SA,Rio Grande do Sul,2007,14679750,14679750.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.0617623204176778,0.2557087657373601
CIBER EQUIPAMENTOS RODOVIARIOS LTDA,Rio Grande do Sul,2007,1374100,1374100.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.0617623204176778,0.2557087657373601
CIBER EQUIPAMENTOS RODOVIARIOS LTDA,Rio Grande do Sul,2007,1943500,1943500.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.0617623204176778,0.2557087657373601
TRAMONTINA SA CUTELARIA,Rio Grande do Sul,2007,2000000,1963831.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.0617623204176778,0.2557087657373601
TRAMONTINA SA CUTELARIA,Rio Grande do Sul,2007,8000000,8000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.0617623204176778,0.2557087657373601
"DUROLINE S,A,",Rio Grande do Sul,2007,1948900,1948900.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",MÉDIA,PRIVADA,"BANCO BRADESCO S,A,",0.0617623204176778,0.2557087657373601
TRAMONTINA SA CUTELARIA,Rio Grande do Sul,2007,1946800,1915700.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0617623204176778,0.2557087657373601
INDUSTRIA CERAMICA FRAGNANI LTDA,São Paulo,2007,850400,850400.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.3439568883059791,0.0459161228049906
"MAXION SISTEMAS AUTOMOTIVOS LTDA,",São Paulo,2007,1473780,1423800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3439568883059791,0.0459161228049906
SULZER BRASIL S A,São Paulo,2007,5601620,5601620.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.3439568883059791,0.0459161228049906
PRENSAS SCHULER S A,São Paulo,2007,3018396,3018396.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3439568883059791,0.0459161228049906
"JUMIL-JUSTINO DE MORAIS, IRMAOS S/A",São Paulo,2007,2944500,2944500.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3439568883059791,0.0459161228049906
"BRIDGESTONE DO BRASIL INDUSTRIA E COMERCIO LTDA,",São Paulo,2007,48566400,48566400.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3439568883059791,0.0459161228049906
"BRIDGESTONE DO BRASIL INDUSTRIA E COMERCIO LTDA,",São Paulo,2007,12141600,11428200.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3439568883059791,0.0459161228049906
"MARFRIG GLOBAL FOODS S,A,",São Paulo,2007,25098000,25098000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3439568883059791,0.0459161228049906
"MARFRIG GLOBAL FOODS S,A,",São Paulo,2007,6274500,6093600.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3439568883059791,0.0459161228049906
"MARFRIG GLOBAL FOODS S,A,",São Paulo,2007,25098000,25098000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3439568883059791,0.0459161228049906
LG ELECTRONICS DO BRASIL LTDA,São Paulo,2007,83660000,83660000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3439568883059791,0.0459161228049906
PRENSAS SCHULER S A,São Paulo,2007,3029524,3029524.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO CITIBANK S A,0.3439568883059791,0.0459161228049906
"BRIDGESTONE DO BRASIL INDUSTRIA E COMERCIO LTDA,",São Paulo,2007,24811200,24286800.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3439568883059791,0.0459161228049906
"BRIDGESTONE DO BRASIL INDUSTRIA E COMERCIO LTDA,",São Paulo,2007,99244800,99244800.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3439568883059791,0.0459161228049906
"BRIDGESTONE DO BRASIL INDUSTRIA E COMERCIO LTDA,",São Paulo,2007,16521600,16191200.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3439568883059791,0.0459161228049906
"BRIDGESTONE DO BRASIL INDUSTRIA E COMERCIO LTDA,",São Paulo,2007,66086400,66086400.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3439568883059791,0.0459161228049906
CEBRACE CRISTAL PLANO LTDA,São Paulo,2007,6195600,6079800.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3439568883059791,0.0459161228049906
CEBRACE CRISTAL PLANO LTDA,São Paulo,2007,24782400,24782400.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3439568883059791,0.0459161228049906
DURATEX COMERCIAL EXPORTADORA S A,São Paulo,2007,3304320,3109600.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3439568883059791,0.0459161228049906
DAY BRASIL S/A,São Paulo,2007,413040,404340.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.3439568883059791,0.0719715534037087
DAY BRASIL S/A,São Paulo,2007,1652160,1652160.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.3439568883059791,0.0719715534037087
"MAXION SISTEMAS AUTOMOTIVOS LTDA,",São Paulo,2007,5895120,5895120.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3439568883059791,0.0459161228049906
FORD MOTOR COMPANY BRASIL LTDA,São Paulo,2007,10131000,10131000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.3439568883059791,0.0459161228049906
USINA ACUCAREIRA ESTER S A,São Paulo,2007,1627200,1627200.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3439568883059791,0.0459161228049906
USINA ACUCAREIRA ESTER S A,São Paulo,2007,406800,404340.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3439568883059791,0.0459161228049906
LG ELECTRONICS DO BRASIL LTDA,São Paulo,2007,16272000,16272000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3439568883059791,0.0459161228049906
LG ELECTRONICS DO BRASIL LTDA,São Paulo,2007,16184658,16184658.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3439568883059791,0.0459161228049906
PRENSAS SCHULER S A,São Paulo,2007,7762935,7762935.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3439568883059791,0.0459161228049906
MASIPACK INDUSTRIA E COMERCIO DE MAQUINAS AUTOMATICAS S,São Paulo,2007,4056400,4056400.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3439568883059791,0.0459161228049906
AMSTED-MAXION FUNDICAO E EQUIPAMENTOS FERROVIARIOS S/A,São Paulo,2007,20333000,20333000.0,INDUSTRIA DE TRANSFORMAÇÃO,Outros equip transporte,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3439568883059791,0.0459161228049906
DAY BRASIL S/A,São Paulo,2007,1626640,1626640.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3439568883059791,0.0719715534037087
DAY BRASIL S/A,São Paulo,2007,406660,393060.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3439568883059791,0.0719715534037087
FORD MOTOR COMPANY BRASIL LTDA,São Paulo,2007,10358000,10358000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3439568883059791,0.0459161228049906
SCANIA LATIN AMERICA LTDA,São Paulo,2007,124296000,124296000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3439568883059791,0.0459161228049906
BERNARDO QUIMICA S/A,São Paulo,2007,7986519,7986519.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,MÉDIA,PRIVADA,BANCO DO BRASIL SA,0.3439568883059791,0.0459161228049906
MAHLE BEHR GERENCIAMENTO TERMICO BRASIL LTDA,São Paulo,2007,20236000,20236000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3439568883059791,0.0459161228049906
LINHAS BONFIO S/A,São Paulo,2007,500000,500000.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,MÉDIA,PRIVADA,"BANCO FIBRA S,A,",0.3439568883059791,0.0459161228049906
DURATEX COMERCIAL EXPORTADORA S A,São Paulo,2007,13217280,13217280.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3439568883059791,0.0459161228049906
CATERPILLAR BRASIL LTDA,São Paulo,2007,19289000,19289000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO MIZUHO DO BRASIL S,A,",0.3439568883059791,0.0459161228049906
PRENSAS SCHULER S A,São Paulo,2007,2986481,2986481.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3439568883059791,0.0459161228049906
TINTO HOLDING LTDA,São Paulo,2007,2090200,2063700.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO BNP PARIBAS BRASIL S,A,",0.3439568883059791,0.0719715534037087
TINTO HOLDING LTDA,São Paulo,2007,8360800,8360800.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO BNP PARIBAS BRASIL S,A,",0.3439568883059791,0.0719715534037087
LATINA ELETRODOMESTICOS S/A,São Paulo,2007,52610,52610.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3439568883059791,0.0459161228049906
LG ELECTRONICS DO BRASIL LTDA,São Paulo,2007,16727054,16727054.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.3439568883059791,0.0459161228049906
"MARFRIG GLOBAL FOODS S,A,",São Paulo,2007,6274500,6093600.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3439568883059791,0.0459161228049906
"MARFRIG GLOBAL FOODS S,A,",São Paulo,2007,6274500,6075600.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3439568883059791,0.0459161228049906
