
Table 1: N
Dep. Variable:,Valor Desembolsado em Reais,  R-squared (uncentered):,   0.998
Model:,OLS,  Adj. R-squared (uncentered):,   0.997
Method:,Least Squares,  F-statistic:       ,   1875.
Date:,"Tue, 28 May 2024",  Prob (F-statistic):,  0.00
Time:,08:18:50,  Log-Likelihood:    , -7845.0
No. Observations:,  7080,  AIC:               ,1.844e+04
Df Residuals:,  5704,  BIC:               ,2.789e+04
Df Model:,  1376,                     , 
Covariance Type:,nonrobust,                     , 


Table 2: o
,coef,std err,t,P>|t|,[0.025,0.975]
"Cliente_CAMIFRA SA - MADEIRAS, AGRICULTURA E PECUARIA",    3.4331,    1.079,    3.182, 0.001,    1.318,    5.548
Cliente_CANINDE CALCADOS LTDA,    7.2248,    0.952,    7.590, 0.000,    5.359,    9.091
"Cliente_CARAMURU ALIMENTOS S,A,",    7.6805,    0.822,    9.345, 0.000,    6.069,    9.292
Cliente_CARBOOX RESENDE QUIMICA INDUSTRIA COMERCIO LTDA,    6.8382,    1.061,    6.447, 0.000,    4.759,    8.917
Cliente_CARGILL AGRICOLA S A,    7.7882,    0.641,   12.149, 0.000,    6.532,    9.045
Cliente_CARIBOR TECNOLOGIA DA BORRACHA LTDA,    5.6876,    0.841,    6.760, 0.000,    4.038,    7.337
Cliente_CASAGRANDE REVESTIMENTOS CERAMICOS S/A,    4.7007,    0.712,    6.606, 0.000,    3.306,    6.096
Cliente_CASALE EQUIPAMENTOS LTDA,    5.1263,    0.762,    6.731, 0.000,    3.633,    6.619
Cliente_CASCAJU AGROINDUSTRIAL LTDA,    8.7583,    0.889,    9.850, 0.000,    7.015,   10.501
Cliente_CASCAVEL COUROS LTDA,    7.2517,    0.768,    9.446, 0.000,    5.747,    8.757
Cliente_CASP INDUSTRIA E COMERCIO LTDA,    6.4034,    0.832,    7.701, 0.000,    4.773,    8.034
Cliente_CASTELO ALIMENTOS S/A,    5.8658,    1.012,    5.795, 0.000,    3.881,    7.850
Cliente_CASTERTECH FUNDICAO E TECNOLOGIA LTDA,   10.4524,    0.832,   12.557, 0.000,    8.821,   12.084
Cliente_CATERPILLAR BRASIL LTDA,    9.5184,    0.647,   14.708, 0.000,    8.250,   10.787
Cliente_CATIVA TEXTIL INDUSTRIA E COMERCIO LTDA,    5.8459,    0.696,    8.394, 0.000,    4.481,    7.211
Cliente_CBC COUROS E ACABAMENTOS LTDA,    7.8560,    0.763,   10.301, 0.000,    6.361,    9.351
Cliente_CBP SUL COLCHOES E ESPUMAS INDUSTRIAIS LTDA,    6.2411,    0.832,    7.499, 0.000,    4.609,    7.873
Cliente_CBS S/A COMPANHIA BRASILEIRA DE SANDALIAS,    5.3388,    0.884,    6.042, 0.000,    3.606,    7.071
Cliente_CEBRACE CRISTAL PLANO LTDA,    7.2505,    0.640,   11.331, 0.000,    5.996,    8.505
Cliente_CECAL INDUSTRIA E COMERCIO LTDA,    7.9436,    1.061,    7.489, 0.000,    5.864,   10.023
"Cliente_CECRISA REVESTIMENTOS CERAMICOS S,A",    7.7764,    0.841,    9.242, 0.000,    6.127,    9.426
Cliente_CERAMARTE LIMITADA,    5.5960,    0.697,    8.029, 0.000,    4.230,    6.962
Cliente_CERAMICA CARMELO FIOR LTDA,    6.2224,    0.832,    7.483, 0.000,    4.592,    7.853
Cliente_CERAMICA CHIARELLI SA,    6.1690,    1.012,    6.094, 0.000,    4.185,    8.153
Cliente_CERAMICA DECORITE SA,    6.1513,    0.725,    8.481, 0.000,    4.729,    7.573
Cliente_CERAMICA GYOTOKU LTDA,    7.2246,    0.831,    8.690, 0.000,    5.595,    8.854
"Cliente_CERAMICA PORTO FERREIRA S,A,",    5.7706,    0.646,    8.929, 0.000,    4.504,    7.038
Cliente_CERAMICA RAMOS LTDA,    6.3364,    1.012,    6.259, 0.000,    4.352,    8.321
Cliente_CERAMICA SANTA GERTRUDES S/A,    5.1659,    0.831,    6.214, 0.000,    3.536,    6.796
Cliente_CERAMICA SANTA TEREZINHA SOCIEDADE ANONIMA,    5.4259,    0.701,    7.741, 0.000,    4.052,    6.800
Cliente_CERAMICA STEFANI SA,    5.8505,    1.012,    5.779, 0.000,    3.866,    7.835
Cliente_CHAPECO COMPANHIA INDUSTRIAL DE ALIMENTOS,    8.5590,    0.841,   10.172, 0.000,    6.909,   10.208
"Cliente_CHOCOLATES GAROTO LTDA,",   10.0375,    1.178,    8.519, 0.000,    7.728,   12.347
Cliente_CIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA,    6.1571,    0.787,    7.828, 0.000,    4.615,    7.699
Cliente_CIA IMPORTADORA E EXPORTADORA COIMEX,    7.5401,    0.717,   10.519, 0.000,    6.135,    8.945
Cliente_CIA INDUSTRIAL DE OLEOS DO NORDESTE CIONE,    7.4503,    1.113,    6.695, 0.000,    5.269,    9.632
"Cliente_CIA, HERING",    7.4152,    0.638,   11.631, 0.000,    6.165,    8.665
"Cliente_CIA, IGUACU DE CAFE SOLUVEL",    9.0438,    1.050,    8.614, 0.000,    6.986,   11.102
Cliente_CIAMA EXPORT INDUSTRIAL E EXPORTADORA LTDA,    5.9414,    1.042,    5.704, 0.000,    3.899,    7.983
Cliente_CIBER EQUIPAMENTOS RODOVIARIOS LTDA,    7.4267,    0.617,   12.041, 0.000,    6.218,    8.636
Cliente_CID PRODUTOS LTDA,    5.3186,    0.778,    6.835, 0.000,    3.793,    6.844
"Cliente_CIDA-CENTRAL DE IND, E DISTRIBUICAO DE ALIMENTOS LTDA",    5.9293,    1.031,    5.753, 0.000,    3.909,    7.950
Cliente_CIKEL BRASIL VERDE MADEIRAS LTDA,    4.5069,    1.152,    3.911, 0.000,    2.248,    6.766
Cliente_CINA CIA NORDESTE DE AQUICULTURA E ALIMENTACAO,    6.3666,    0.892,    7.135, 0.000,    4.617,    8.116
Cliente_CIPATEX IMPREGNADORA DE PAPEIS E TECIDOS LTDA,    7.0134,    0.701,   10.004, 0.000,    5.639,    8.388
Cliente_CIPATEX SINTETICOS VINILICOS LTDA,    7.3459,    0.724,   10.140, 0.000,    5.926,    8.766
Cliente_CISFRAMA COMERCIO INDUSTRIA MADEIRA SAO FRANCISCO LTDA,    5.4804,    0.736,    7.449, 0.000,    4.038,    6.923
Cliente_CITROSUCO S/A AGROINDUSTRIA,    9.0860,    1.012,    8.976, 0.000,    7.102,   11.070
Cliente_CITROVITA AGRO INDUSTRIAL LTDA,    9.3337,    1.013,    9.216, 0.000,    7.348,   11.319
Cliente_CJ DO BRASIL IND E COM DE PROD ALIMENTICIOS LTDA,    7.2130,    0.673,   10.712, 0.000,    5.893,    8.533
Cliente_CLAUDINA INDUSTRIA DE CALCADOS LTDA,    6.5985,    1.012,    6.519, 0.000,    4.614,    8.583
Cliente_CLO ZIRONI INDUSTRIA LTDA,    4.9221,    0.854,    5.763, 0.000,    3.248,    6.596
Cliente_CLW ALIMENTOS LTDA,    7.4142,    1.013,    7.319, 0.000,    5.428,    9.400
"Cliente_CNH INDUSTRIAL BRASIL LTDA,",    8.0949,    0.633,   12.783, 0.000,    6.853,    9.336
Cliente_CNH LATINO AMERICANA LTDA,    7.7459,    1.050,    7.378, 0.000,    5.688,    9.804
"Cliente_CNO S,A",   10.2960,    0.891,   11.552, 0.000,    8.549,   12.043
Cliente_COCAM CIA DE CAFE SOLUVEL E DERIVADOS,    5.5027,    1.012,    5.437, 0.000,    3.519,    7.487
Cliente_COFRAN INDUSTRIA DE AUTO PECAS LTDA,    4.9931,    1.033,    4.835, 0.000,    2.968,    7.018
Cliente_COIM BRASIL LTDA,    6.9273,    1.012,    6.843, 0.000,    4.943,    8.912
Cliente_COLCCI INDUSTRIA E COMERCIO DO VESTUARIO LTDA,    4.6303,    1.020,    4.538, 0.000,    2.630,    6.631
Cliente_COLORGEMS LTDA,    2.4288,    1.061,    2.290, 0.022,    0.350,    4.508
Cliente_COMERCIO DE PESCADOS VILLA IMPORTACAO E EXPORTACAO LTDA,    3.6024,    1.044,    3.450, 0.001,    1.555,    5.649
Cliente_COMEXI DO BRASIL LTDA,    7.9259,    0.763,   10.391, 0.000,    6.431,    9.421
"Cliente_COMIL ONIBUS S,A, - EM RECUPERACAO JUDICIAL",    8.4568,    0.612,   13.814, 0.000,    7.257,    9.657
Cliente_COMIL SILOS E SECADORES LTDA,    5.4564,    0.776,    7.031, 0.000,    3.935,    6.978
Cliente_COMING INDUSTRIA E COMERCIO DE COUROS LTDA,    6.5338,    1.099,    5.943, 0.000,    4.379,    8.689
Cliente_COMPANHIA BRASILEIRA DE ALUMINIO,    8.8663,    0.762,   11.638, 0.000,    7.373,   10.360
Cliente_COMPANHIA BRASILEIRA DE METALURGIA E MINERACAO,    8.9013,    1.031,    8.634, 0.000,    6.880,   10.923
Cliente_COMPANHIA BRASILEIRA DE RESINAS-RESIBRAS,    7.5057,    0.859,    8.733, 0.000,    5.821,    9.190
Cliente_COMPANHIA CACIQUE DE CAFE SOLUVEL,    7.1182,    0.714,    9.970, 0.000,    5.719,    8.518
Cliente_COMPANHIA DE FIACAO E TECIDOS SANTO ANTONIO,    5.2227,    0.854,    6.114, 0.000,    3.548,    6.897
Cliente_COMPANHIA DE TECIDOS NORTE DE MINAS COTEMINAS,    8.0744,    0.750,   10.760, 0.000,    6.603,    9.545
Cliente_COMPANHIA FABRIL LEPPER,    5.7916,    0.773,    7.496, 0.000,    4.277,    7.306
Cliente_COMPANHIA INDUSTRIAL CATAGUASES,    6.2537,    0.685,    9.123, 0.000,    4.910,    7.597
Cliente_COMPANHIA MULLER DE BEBIDAS,    6.9255,    1.012,    6.841, 0.000,    4.941,    8.910
Cliente_COMPANHIA PROVIDENCIA INDUSTRIA E COMERCIO,    9.0205,    0.811,   11.122, 0.000,    7.430,   10.610
Cliente_COMPANHIA SIDERURGICA NACIONAL,    9.6084,    1.061,    9.058, 0.000,    7.529,   11.688
Cliente_COMPANHIA SUZANO DE PAPEL E CELULOSE,    7.2580,    0.832,    8.728, 0.000,    5.628,    8.888
Cliente_COMPANHIA TECIDOS SANTANENSE,    5.6841,    0.854,    6.654, 0.000,    4.009,    7.359
Cliente_COMPENSADOS ANGELA LTDA,    3.9978,    0.893,    4.476, 0.000,    2.247,    5.749
Cliente_COMPENSADOS E LAMINADOS LAVRASUL S/A,    5.2278,    1.050,    4.980, 0.000,    3.170,    7.286
Cliente_COMPENSADOS FAUNA BRAZIL LTDA,    4.5564,    0.877,    5.195, 0.000,    2.837,    6.276
Cliente_COMPSIS COMPUTADORES E SISTEMAS INDUSTRIA E COMERCIO LT,    5.7727,    0.832,    6.941, 0.000,    4.142,    7.403
"Cliente_COMTRAFO INDUSTRIA DE TRANSFORMADORES ELETRICOS S,A,",    5.7316,    0.877,    6.536, 0.000,    4.013,    7.451
"Cliente_CONDOR S,A",    6.0207,    0.736,    8.183, 0.000,    4.578,    7.463
"Cliente_CONDUSPAR CONDUTORES ELETRICOS LTDA,",    5.4633,    0.754,    7.243, 0.000,    3.985,    6.942
Cliente_CONFAB INDUSTRIAL SOCIEDADE ANONIMA,    8.0419,    0.685,   11.739, 0.000,    6.699,    9.385
Cliente_CONSERVAS ODERICH SA,    8.2748,    0.686,   12.061, 0.000,    6.930,    9.620
Cliente_CONTINENTAL AUTOMOTIVE DO BRASIL LTDA,    8.2171,    0.685,   11.995, 0.000,    6.874,    9.560
Cliente_CONTINENTAL BRASIL INDUSTRIA AUTOMOTIVA LTDA,    7.6376,    0.664,   11.494, 0.000,    6.335,    8.940
Cliente_CONVERPLAST EMBALAGENS LTDA,    7.1793,    0.832,    8.634, 0.000,    5.549,    8.809
Cliente_COOLING AND FREEZING - EQUIPAMENTOS PARA REFRIGERACAO I,    7.2544,    1.013,    7.162, 0.000,    5.269,    9.240
Cliente_COOP AGRIC JUAZEIRO DA BAHIA RESP LTDA,    6.5626,    1.036,    6.332, 0.000,    4.531,    8.595
"Cliente_COOP, INDUSTRIAL DE CARNES E DERIVADOS DE GOIAS LTDA",    6.5693,    0.842,    7.800, 0.000,    4.918,    8.221
Cliente_COOPAVEL COOPERATIVA AGROINDUSTRIAL,    6.7493,    0.874,    7.726, 0.000,    5.037,    8.462
Cliente_COOPERATIVA CENTRAL AURORA ALIMENTOS,    8.6892,    0.713,   12.191, 0.000,    7.292,   10.086
Cliente_COOPERATIVA CENTRAL DOS PRODUTORES RURAIS DE MINAS GERA,    6.7561,    0.701,    9.635, 0.000,    5.381,    8.131
Cliente_COOPERATIVA DALIA ALIMENTOS LTDA,    7.0776,    1.013,    6.987, 0.000,    5.092,    9.063
"Cliente_COOPERATIVA DE PROD, DE CANA-DE-ACUCAR, ACUCAR E ALCOOL",    8.1626,    0.832,    9.816, 0.000,    6.532,    9.793
Cliente_COOPERATIVA DE PRODUTOS METALURGICOS DE MOCOCA - COPROM,    6.6775,    1.012,    6.596, 0.000,    4.693,    8.662
Cliente_COOPERATIVA DOS AGRICULTORES DA REGIAO DE ORLANDIA,    8.0866,    1.012,    7.988, 0.000,    6.102,   10.071
Cliente_COOPERATIVA REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA C,    6.7216,    0.728,    9.230, 0.000,    5.294,    8.149
Cliente_COOPERATIVA TRITICOLA ERECHIM - COTREL - EM LIQUIDACAO,    8.0124,    1.013,    7.910, 0.000,    6.027,    9.998
Cliente_COOPERSHOES - COOPERATIVA DE TRABALHO E INDUSTRIA DE CA,    7.0126,    0.832,    8.433, 0.000,    5.382,    8.643
Cliente_COPACOL-COOPERATIVA AGROINDUSTRIAL CONSOLATA,    6.9366,    0.779,    8.908, 0.000,    5.410,    8.463
Cliente_COPE & CIA LTDA,    7.5440,    0.725,   10.401, 0.000,    6.122,    8.966
"Cliente_COPEBRAS INDUSTRIA LTDA,",    7.1693,    1.012,    7.082, 0.000,    5.185,    9.154
Cliente_COPERSOL IND COM E EXP DE PEDRAS SEMI PRECIOSAS LTDA,    5.8781,    1.034,    5.684, 0.000,    3.851,    7.905
Cliente_CORALPLAC COMPENSADOS LTDA,    3.9129,    0.877,    4.463, 0.000,    2.194,    5.632
Cliente_CORDOARIA SAO LEOPOLDO SA,    8.9207,    0.763,   11.697, 0.000,    7.426,   10.416
Cliente_COROL COOP AGROINDUSTRIAL,    5.6575,    0.877,    6.454, 0.000,    3.939,    7.376
Cliente_CORTTEX INDUSTRIA TEXTIL LTDA,    6.5980,    1.012,    6.518, 0.000,    4.613,    8.582
"Cliente_COTECE S,A,",    6.1822,    0.804,    7.687, 0.000,    4.606,    7.759
"Cliente_COTEMINAS S,A,",    8.3889,    0.690,   12.154, 0.000,    7.036,    9.742
Cliente_COTIA TRADING S/A,    7.1603,    1.014,    7.059, 0.000,    5.172,    9.149
Cliente_COTONIPE MOVEIS LTDA,    6.3836,    1.034,    6.173, 0.000,    4.356,    8.411
Cliente_COUROS NOBRE BENEFICIAMENTO LTDA,    6.1111,    0.763,    8.013, 0.000,    4.616,    7.606
Cliente_COUROTEX IND COM E EXPORTACAO DE COUROS LTDA,    4.9788,    0.869,    5.729, 0.000,    3.275,    6.683
Cliente_CREDEAL MANUFATURA DE PAPEIS LTDA,    7.4876,    0.763,    9.817, 0.000,    5.992,    8.983
"Cliente_CREMER S,A,",    5.8892,    0.736,    8.004, 0.000,    4.447,    7.332
Cliente_CRISTOFOLI EQUIPAMENTOS DE BIOSSEGURANCA LTDA,    4.9777,    0.811,    6.138, 0.000,    3.388,    6.567
Cliente_CROMEX S/A,    8.0197,    0.762,   10.526, 0.000,    6.526,    9.513
Cliente_CROYDONMAQ INDUSTRIAL EIRELI,    5.4731,    0.829,    6.600, 0.000,    3.847,    7.099
"Cliente_CRS BRANDS INDUSTRIA E COMERCIO S,A",    7.9971,    0.832,    9.617, 0.000,    6.367,    9.627
Cliente_CSM-COMPONENTES SISTEMAS E MAQUINAS PARA CONSTRUCAO LTD,    5.9522,    0.735,    8.097, 0.000,    4.511,    7.393
Cliente_CTA CONTINENTAL TOBACCOS ALLIANCE S/A,    9.5543,    1.013,    9.431, 0.000,    7.568,   11.540
Cliente_CUMMINS BRASIL LIMITADA,    8.3309,    0.657,   12.671, 0.000,    7.042,    9.620
Cliente_CUMMINS FILTROS LTDA,    7.6837,    1.012,    7.590, 0.000,    5.699,    9.668
Cliente_CURTIDORA ITAUNA LTDA,    4.9467,    1.031,    4.798, 0.000,    2.926,    6.968
Cliente_CURTUME AIMORE S/A,    6.2262,    0.763,    8.164, 0.000,    4.731,    7.721
Cliente_CURTUME DELLA TORRE LTDA,    6.5613,    1.012,    6.482, 0.000,    4.577,    8.546
Cliente_CURTUME KERN MATTES S/A,    6.4146,    0.832,    7.707, 0.000,    4.783,    8.046
Cliente_CURTUME TOURO LTDA,    6.5575,    0.762,    8.610, 0.000,    5.064,    8.051
Cliente_CVL COMPONENTES DE VIDRO LTDA,    5.7371,    0.831,    6.901, 0.000,    4.107,    7.367
Cliente_CZM INDUSTRIA DE EQUIPAMENTOS SA,    5.1632,    0.750,    6.882, 0.000,    3.692,    6.634
"Cliente_D,M,R, COMERCIO DE SISTEMAS DE LAVAGEM LTDA EM LIQUIDAC",    5.0655,    1.012,    5.005, 0.000,    3.081,    7.050
Cliente_DAISA INDUSTRIA METALURGICA LTDA,    5.0605,    0.831,    6.087, 0.000,    3.431,    6.690
Cliente_DAL PONTE E CIA LTDA,    6.6749,    0.725,    9.203, 0.000,    5.253,    8.097
Cliente_DALILA TEXTIL LTDA,    5.9225,    0.841,    7.039, 0.000,    4.273,    7.572
Cliente_DAMBROZ EMPREENDIMENTOS E ADMINISTRACAO LTDA,    5.8846,    0.665,    8.853, 0.000,    4.582,    7.188
Cliente_DANA INDUSTRIAS LTDA,    9.1538,    0.623,   14.697, 0.000,    7.933,   10.375
"Cliente_DASS NORDESTE CALCADOS E ARTIGOS ESPORTIVOS S,A,",    8.1869,    0.788,   10.394, 0.000,    6.643,    9.731
Cliente_DASS SUL CALCADOS E ARTIGOS ESPORTIVOS LTDA,    6.6884,    0.773,    8.657, 0.000,    5.174,    8.203
Cliente_DAY BRASIL S/A,    5.9297,    0.615,    9.645, 0.000,    4.724,    7.135
Cliente_DAYTEC LTDA,    5.0218,    1.031,    4.871, 0.000,    3.001,    7.043
Cliente_DELGA INDUSTRIA E COMERCIO S/A,    6.2480,    0.832,    7.514, 0.000,    4.618,    7.878
Cliente_DEMOBILE INDUSTRIA DE MOVEIS LTDA,    5.9760,    1.050,    5.692, 0.000,    3.918,    8.034
"Cliente_DEMOCRATA CALCADOS E ARTEFATOS DE COURO LTDA,",    6.5878,    0.724,    9.103, 0.000,    5.169,    8.007
Cliente_DENETEL CALCADOS LTDA - ME,    7.3690,    1.034,    7.126, 0.000,    5.342,    9.396
Cliente_DENSO DO BRASIL LTDA,    8.4913,    0.739,   11.484, 0.000,    7.042,    9.941
"Cliente_DENSO SISTEMAS TERMICOS DO BRASIL LTDA,",    6.5755,    0.854,    7.697, 0.000,    4.901,    8.250
Cliente_DEONICIA VARGAS LOTHHAMMER,    6.2827,    1.043,    6.021, 0.000,    4.237,    8.328
Cliente_DESCARPACK DESCARTAVEIS DO BRASIL LTDA,    4.7740,    1.012,    4.717, 0.000,    2.790,    6.758
Cliente_DESGA AMBIENTAL INDUSTRIA E COMERCIO LTDA,    6.1520,    0.832,    7.397, 0.000,    4.522,    7.782
"Cliente_DESLEECLAMA BRASIL IND, E COM, DE ARTIGOS TEXTEIS LTDA",    5.9484,    0.831,    7.161, 0.000,    4.320,    7.577
Cliente_DETACK INDUSTRIAL E COMERCIAL DE PREGOS LTDA,    4.6103,    1.034,    4.458, 0.000,    2.583,    6.638
"Cliente_DEXCO S,A,",    9.1748,    0.685,   13.393, 0.000,    7.832,   10.518
Cliente_DHB COMPONENTES AUTOMOTIVOS S/A,    8.5491,    1.013,    8.439, 0.000,    6.563,   10.535
Cliente_DIGICON S A CONTROLE ELETRONICO PARA MECANICA,    8.3259,    0.832,   10.002, 0.000,    6.694,    9.958
"Cliente_DIGITRO TECNOLOGIA S,A,",    6.2675,    1.020,    6.142, 0.000,    4.267,    8.268
"Cliente_DINI TEXTIL INDUSTRIA E COMERCIO LTDA,",    4.4891,    0.724,    6.198, 0.000,    3.069,    5.909
Cliente_DIPLOMATA S/A INDL E COML,    6.8275,    0.776,    8.798, 0.000,    5.306,    8.349
Cliente_DITALIA MOVEIS INDUSTRIAL LTDA,    6.1727,    0.653,    9.456, 0.000,    4.893,    7.452
Cliente_DIXIE TOGA NORDESTE S/A,    6.2922,    1.231,    5.112, 0.000,    3.879,    8.705
Cliente_DJ INDUSTRIA E COMERCIO DE MOVEIS LTDA,    6.0442,    0.877,    6.894, 0.000,    4.325,    7.763
Cliente_DOCOL INDUSTRIA E COMERCIO LTDA,    6.3009,    0.677,    9.310, 0.000,    4.974,    7.628
"Cliente_DOHLER S,A,",    6.8360,    0.841,    8.124, 0.000,    5.187,    8.486
Cliente_DORI ALIMENTOS LTDA,    6.3965,    0.643,    9.944, 0.000,    5.135,    7.657
Cliente_DORMER TOOLS SA,    9.3786,    1.012,    9.265, 0.000,    7.394,   11.363
Cliente_DOU-TEX SA INDUSTRIA TEXTIL,    6.5433,    1.012,    6.464, 0.000,    4.559,    8.528
Cliente_DPF AUTO PECAS LIMITADA,    6.0068,    0.764,    7.860, 0.000,    4.509,    7.505
Cliente_DRAKTEL OPTICAL FIBRE S/A,    6.7423,    1.012,    6.660, 0.000,    4.758,    8.727
"Cliente_DS & HA LOGISTICA IMP, E EXPORT, LTDA",    9.4992,    1.062,    8.947, 0.000,    7.418,   11.581
Cliente_DUAS RODAS INDUSTRIAL LTDA,    6.8181,    0.736,    9.266, 0.000,    5.376,    8.260
Cliente_DUAS RODAS NORDESTE INDUSTRIA DE ALIMENTOS LTDA,    1.9949,    0.662,    3.012, 0.003,    0.696,    3.293
Cliente_DUCOCO PRODUTOS ALIMENTICIOS S/A,    6.2764,    0.891,    7.046, 0.000,    4.530,    8.023
"Cliente_DUDALINA S,A",    5.3499,    1.020,    5.243, 0.000,    3.349,    7.350
Cliente_DURATEX COMERCIAL EXPORTADORA S A,    7.7175,    0.643,   11.998, 0.000,    6.457,    8.978
Cliente_DURCON EQUIPAMENTOS INDUSTRIAIS LIMITADA,    6.6455,    0.762,    8.725, 0.000,    5.152,    8.139
"Cliente_DUROLINE S,A,",    7.1434,    0.635,   11.257, 0.000,    5.899,    8.387
Cliente_DYNAMIC AIR LTDA,    7.0968,    1.012,    7.012, 0.000,    5.113,    9.081
Cliente_DYNAPAC DO BRASIL INDUSTRIA E COMERCIO DE MAQUINAS LTDA,    8.4922,    0.685,   12.397, 0.000,    7.149,    9.835
Cliente_DYTECH DO BRASIL INDUSTRIA E COMERCIO LTDA,    4.8233,    1.031,    4.678, 0.000,    2.802,    6.844
Cliente_E A C FLORESTAL S/A,    5.0205,    1.050,    4.784, 0.000,    2.963,    7.078
Cliente_EBATA PRODUTOS FLORESTAIS LTDA,    3.1600,    1.152,    2.742, 0.006,    0.901,    5.419
Cliente_EBF-VAZ INDUSTRIA E COMERCIO LTDA - EM RECUPERACAO JUDI,    6.3602,    1.012,    6.284, 0.000,    4.376,    8.344
Cliente_EBFT EMPRESA BRASILEIRA DE FRUTAS TROPICAIS LTDA,    4.5830,    0.883,    5.190, 0.000,    2.852,    6.314
Cliente_ECIL MET TEC LTDA,    6.3999,    0.831,    7.704, 0.000,    4.771,    8.028
Cliente_ELDORADO EXPORT MADEIRAS LTDA,    4.5827,    1.079,    4.247, 0.000,    2.467,    6.698
Cliente_ELEB EQUIPAMENTOS LTDA,    7.9059,    0.762,   10.378, 0.000,    6.412,    9.399
Cliente_ELECTRO ACO ALTONA S A,    6.6780,    0.664,   10.057, 0.000,    5.376,    7.980
Cliente_ELECTRO VIDRO S/A,    7.2417,    1.061,    6.827, 0.000,    5.162,    9.321
Cliente_ELECTROLUX DO BRASIL S/A,    7.5823,    0.720,   10.525, 0.000,    6.170,    8.994
Cliente_ELEKEIROZ S/A,    7.0200,    0.713,    9.839, 0.000,    5.621,    8.419
Cliente_ELETRICA DANUBIO INDUSTRIA E COMERCIO DE MATERIAIS ELET,    6.2507,    0.832,    7.517, 0.000,    4.621,    7.881
"Cliente_ELETROFRIO REFRIGERACAO LTDA,",    5.5705,    1.050,    5.306, 0.000,    3.512,    7.629
Cliente_ELEVA ALIMENTOS S/A,    8.3273,    0.631,   13.206, 0.000,    7.091,    9.563
Cliente_ELFUSA GERAL DE ELETROFUSAO LTDA,    8.2395,    0.762,   10.816, 0.000,    6.746,    9.733
Cliente_ELGIN HDB REFRIGERACAO LTDA,    6.9714,    0.832,    8.384, 0.000,    5.341,    8.602
Cliente_ELIANE S/A - REVESTIMENTOS CERAMICOS,    6.2215,    0.657,    9.472, 0.000,    4.934,    7.509
Cliente_ELITE INDUSTRIA DE INJETADOS LTDA,    5.2904,    1.013,    5.223, 0.000,    3.305,    7.276
Cliente_ELLEN METALURGICA E CROMEACAO LIMITADA,    4.4333,    0.831,    5.332, 0.000,    2.803,    6.063
Cliente_ELRING KLINGER DO BRASIL LTDA,    6.7378,    1.012,    6.656, 0.000,    4.753,    8.722
"Cliente_ELSTER MEDICAO DE ENERGIA LTDA,",    7.5620,    1.013,    7.465, 0.000,    5.576,    9.548
"Cliente_EMBRAER S,A,",   10.0393,    0.610,   16.471, 0.000,    8.844,   11.234
"Cliente_EMICOL ELETRO ELETRONICA S,A,",    5.7880,    0.700,    8.263, 0.000,    4.415,    7.161
Cliente_EMIGRAN EMPRESA DE MINERACAO DE GRANITOS LTDA,    6.6440,    0.766,    8.674, 0.000,    5.142,    8.146
Cliente_EMILIO B GOMES E FILHOS S A IND COM E EXP DE MADEIRAS,    5.5952,    0.811,    6.900, 0.000,    4.006,    7.185
Cliente_EMPRESA BRASILEIRA DE BEBIDAS E ALIMENTOS S/A,    5.5480,    0.833,    6.661, 0.000,    3.915,    7.181
Cliente_ENFIL SA CONTROLE AMBIENTAL EM RECUPERACAO JUDICIAL,    7.7691,    1.012,    7.675, 0.000,    5.785,    9.754
Cliente_ENGECASS EQUIPAMENTOS INDUSTRIAIS LTDA,    5.1206,    1.020,    5.018, 0.000,    3.120,    7.121
Cliente_ENGEMASA ENGENHARIA E MATERIAIS LTDA,    6.8166,    0.724,    9.420, 0.000,    5.398,    8.235
Cliente_EQUIPALCOOL SISTEMAS LTDA,    7.1320,    1.012,    7.045, 0.000,    5.148,    9.116
Cliente_EQUIPLASTIC - INDUSTRIA E COMERCIO DE MAQUINAS PARA EMB,    3.6567,    1.033,    3.541, 0.000,    1.632,    5.681
"Cliente_ERCA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,",    5.6938,    1.012,    5.625, 0.000,    3.710,    7.678
"Cliente_ERGOMAT INDUSTRIA E COMERCIO LTDA,",    5.8408,    0.724,    8.071, 0.000,    4.422,    7.259
"Cliente_ERICSSON TELECOMUNICACOES S A,",    9.2022,    0.652,   14.118, 0.000,    7.924,   10.480
Cliente_ESMALTEC S/A,    6.6507,    1.113,    5.974, 0.000,    4.468,    8.833
Cliente_ESTALEIRO BRASFELS LTDA,   11.1728,    1.061,   10.533, 0.000,    9.093,   13.252
"Cliente_ESTALEIRO SCHAEFER YACHTS LTDA,",    6.8553,    1.020,    6.718, 0.000,    4.855,    8.856
Cliente_ESTEVE S/A,    7.2376,    0.972,    7.449, 0.000,    5.333,    9.142
Cliente_ETHOS METALURGICA LTDA,    5.7603,    0.831,    6.929, 0.000,    4.130,    7.390
Cliente_EUCATEX S A INDUSTRIA E COMERCIO,    6.8537,    0.762,    8.996, 0.000,    5.360,    8.347
Cliente_EURO TELHAS INDUST E COMERCIO LTDA,    6.0062,    0.832,    7.216, 0.000,    4.375,    7.638
